Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
SMTC,Semtech Corporation,34.1,2257374988,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SGOC,"SGOCO Group, Ltd",1.13,11446981.36,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
SHSP,"SharpSpring, Inc.",4.34,36609792.24,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/shsp
PIXY,"ShiftPixy, Inc.",2.71,77348616.75,n/a,2017,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/pixy
SSTI,"ShotSpotter, Inc.",13.04,125789264.64,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssti
SWIR,"Sierra Wireless, Inc.",22.575,727358643.9,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,1.65,41410503.75,25097275,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sify
SIGM,"Sigma Designs, Inc.",5.875,226280272.125,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm
SGMA,"SigmaTron International, Inc.",9.7,40747498.1,n/a,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
SILC,Silicom Ltd,72.84,542332113.84,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc
SLAB,"Silicon Laboratories, Inc.",91.15,3879812055.25,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,51.79,1847093819.93,35665067,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo
SPIL,"Siliconware Precision Industries Company, Ltd.",8.29,297032076.14,35830166,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
SLP,"Simulations Plus, Inc.",15.6,269642755.2,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,97.78,6992703454.8,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
SWKS,"Skyworks Solutions, Inc.",104.74,19187277656.6,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks
SGH,"SMART Global Holdings, Inc.",29.88,650673931.68,n/a,2017,Technology,Semiconductors,http://www.nasdaq.com/symbol/sgh
SMSI,"Smith Micro Software, Inc.",2.2511,32154606.5983,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,1.63,27425071.11,n/a,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx
SRAX,"Social Reality, Inc.",5.68,49276425.36,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/srax
SCKT,"Socket Mobile, Inc.",3.415,23943002.12,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sckt
SOHU,Sohu.com Inc.,48.41,1882247702.62,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu
SEDG,"SolarEdge Technologies, Inc.",36.35,1563516988.45,n/a,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/sedg
SOFO,"Sonic Foundry, Inc.",3.07,13686290.25,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
ANY,Sphere 3D Corp.,2.635,17649944.085,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/any
SPI,"SPI Energy Co., Ltd.",1.069,77509680.473,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spi
SPLK,Splunk Inc.,80.09,11211812074.58,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk
SPSC,"SPS Commerce, Inc.",50.51,870000403.2,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spsc
SSNC,"SS&C Technologies Holdings, Inc.",41.29,8499990078.47,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc
STAF,"Staffing 360 Solutions, Inc.",0.685,13261591.78,n/a,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/staf
SSYS,"Stratasys, Ltd.",21.8,1159803600,n/a,1994,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ssys
STRM,"Streamline Health Solutions, Inc.",1.29,25785448.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/strm
SPWR,SunPower Corporation,8.28,1155651829.56,n/a,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/spwr
SMCI,"Super Micro Computer, Inc.",22.125,1077332448,n/a,2007,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/smci
SPCB,"SuperCom, Ltd.",4.15,61994106.85,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spcb
SCON,Superconductor Technologies Inc.,1.04,11189631.44,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/scon
SPRT,"support.com, Inc.",2.4,44912592,n/a,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/sprt
SYKE,"Sykes Enterprises, Incorporated",31.87,1367144153.62,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/syke
SYMC,Symantec Corporation,28.97,17960880307.17,n/a,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc
SYNC,"Synacor, Inc.",2.45,94780866.6,n/a,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sync
SYNA,Synaptics Incorporated,37.74,1284346847.52,n/a,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/syna
SNCR,"Synchronoss Technologies, Inc.",10.03,476573895.35,n/a,2006,Technology,EDP Services,http://www.nasdaq.com/symbol/sncr
SNPS,"Synopsys, Inc.",90.38,13579383781.94,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/snps
SYNT,"Syntel, Inc.",25.62,2122716841.14,n/a,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/synt
